carat,cut,color,clarity,depth,table,price,x,y,z,price_capped,price_per_carat
1.2,Ideal,G,VS1,62.0,55.0,9625,6.81,6.87,4.24,9625.0,8020.833333333334
1.2,Ideal,G,VS1,61.9,58.0,9625,6.76,6.8,4.2,9625.0,8020.833333333334
1.06,Ideal,D,VS1,62.0,57.0,9625,6.49,6.54,4.04,9625.0,9080.188679245282
1.67,Premium,H,SI2,61.6,57.0,9625,7.66,7.61,4.7,9625.0,5763.473053892216
1.51,Very Good,D,SI2,59.7,58.0,9627,7.43,7.48,4.45,9627.0,6375.496688741722
1.01,Premium,F,IF,62.3,57.0,9627,6.5,6.35,4.0,9627.0,9531.683168316831
1.17,Ideal,G,VVS2,61.6,56.0,9630,6.77,6.83,4.18,9630.0,8230.76923076923
1.64,Very Good,H,SI2,60.7,59.0,9632,7.61,7.65,4.63,9632.0,5873.170731707318
1.22,Ideal,F,VS1,62.2,57.0,9633,6.85,6.81,4.25,9633.0,7895.901639344263
1.12,Ideal,F,VVS2,61.4,57.0,9634,6.69,6.66,4.1,9634.0,8601.785714285714
0.91,Ideal,E,VVS1,61.7,56.0,9636,6.18,6.23,3.83,9636.0,10589.010989010989
1.51,Very Good,I,VS1,61.8,63.0,9640,7.34,7.28,4.52,9640.0,6384.1059602649
1.51,Premium,I,VS1,60.0,58.0,9640,7.51,7.45,4.49,9640.0,6384.1059602649
1.1,Ideal,F,VVS2,61.2,56.0,9641,6.65,6.68,4.08,9641.0,8764.545454545454
1.2,Ideal,F,VS1,62.0,55.0,9641,6.81,6.83,4.23,9641.0,8034.166666666667
1.01,Very Good,E,VVS2,63.4,56.0,9642,6.32,6.37,4.02,9642.0,9546.534653465347
1.52,Very Good,H,SI1,60.9,59.0,9642,7.43,7.49,4.54,9642.0,6343.421052631579
1.5,Premium,G,SI1,61.2,58.0,9645,7.34,7.44,4.52,9645.0,6430.0
1.5,Very Good,G,SI1,61.5,59.0,9645,7.31,7.39,4.52,9645.0,6430.0
1.06,Ideal,G,VVS2,61.4,56.0,9645,6.56,6.62,4.04,9645.0,9099.056603773584
1.02,Ideal,F,VVS1,62.4,56.0,9645,6.44,6.42,4.01,9645.0,9455.882352941177
1.51,Premium,E,SI1,62.9,62.0,9647,7.31,7.21,4.57,9647.0,6388.741721854304
1.18,Premium,F,VS1,60.7,55.0,9648,6.87,6.8,4.15,9648.0,8176.271186440678
1.09,Ideal,D,VS1,62.3,56.0,9650,6.63,6.59,4.12,9650.0,8853.21100917431
2.03,Good,I,SI2,63.8,63.0,9651,7.89,7.84,5.02,9651.0,4754.187192118227
1.44,Premium,F,SI1,62.9,58.0,9653,7.2,7.14,4.51,9653.0,6703.472222222223
1.21,Very Good,F,VS1,61.1,61.0,9656,6.79,6.87,4.17,9656.0,7980.165289256199
2.01,Premium,I,SI2,62.5,60.0,9658,8.04,7.95,5.0,9658.0,4804.97512437811
2.01,Premium,I,SI2,62.1,60.0,9658,8.1,8.03,5.01,9658.0,4804.97512437811
2.01,Premium,I,SI2,63.0,59.0,9658,8.04,7.97,5.04,9658.0,4804.97512437811
1.76,Premium,I,VS2,62.4,58.0,9659,7.7,7.65,4.79,9659.0,5488.068181818182
1.76,Ideal,F,SI2,62.6,55.0,9659,7.69,7.64,4.8,9659.0,5488.068181818182
1.54,Premium,I,VS2,59.8,59.0,9659,7.61,7.53,4.53,9659.0,6272.077922077922
1.0,Good,F,IF,60.7,64.0,9660,6.42,6.4,3.89,9660.0,9660.0
1.23,Ideal,F,VS1,62.5,54.0,9660,6.82,6.85,4.27,9660.0,7853.658536585366
1.0,Premium,D,VVS2,61.3,58.0,9660,6.42,6.37,3.92,9660.0,9660.0
1.5,Very Good,H,SI1,60.7,63.0,9660,7.3,7.27,4.42,9660.0,6440.0
1.75,Ideal,J,VS2,62.1,57.0,9663,7.71,7.66,4.77,9663.0,5521.714285714285
1.51,Very Good,G,SI1,63.4,58.0,9664,7.19,7.3,4.59,9664.0,6400.0
1.52,Very Good,I,SI1,62.0,58.0,9664,7.34,7.4,4.57,9664.0,6357.894736842105
1.77,Premium,G,SI2,62.7,59.0,9664,7.67,7.66,4.8,9664.0,5459.887005649717
2.68,Very Good,I,I1,63.5,56.0,9665,8.81,8.77,5.58,9665.0,3606.3432835820895
1.01,Very Good,F,VVS1,62.8,60.0,9667,6.4,6.34,4.0,9667.0,9571.287128712871
1.09,Ideal,F,VVS2,62.5,55.0,9668,6.52,6.6,4.1,9668.0,8869.7247706422
1.1,Ideal,F,VS1,61.5,56.0,9669,6.63,6.66,4.09,9669.0,8790.0
1.51,Good,D,SI1,64.1,62.0,9674,7.21,7.15,4.6,9674.0,6406.622516556291
1.2,Premium,G,VS2,62.5,58.0,9677,6.74,6.67,4.19,9677.0,8064.166666666667
1.44,Good,G,VS1,63.6,58.0,9677,7.01,6.96,4.44,9677.0,6720.138888888889
1.51,Fair,H,VS2,57.4,61.0,9678,7.49,7.63,4.34,9678.0,6409.271523178808
1.06,Very Good,E,VVS2,63.4,55.0,9680,6.46,6.51,4.11,9680.0,9132.075471698112
1.07,Very Good,D,VS1,59.9,55.0,9681,6.69,6.71,4.01,9681.0,9047.663551401869
1.6,Ideal,J,VS2,62.1,56.0,9681,7.47,7.51,4.65,9681.0,6050.625
1.51,Good,H,SI1,61.8,62.0,9681,7.25,7.29,4.49,9681.0,6411.258278145695
1.51,Premium,I,VS2,60.5,59.0,9682,7.44,7.41,4.49,9682.0,6411.920529801325
1.7,Fair,H,SI2,64.5,55.0,9682,7.58,7.52,4.87,9682.0,5695.294117647059
1.33,Premium,G,VS2,58.6,61.0,9682,7.21,7.17,4.21,9682.0,7279.699248120301
1.33,Premium,G,VS2,62.3,59.0,9682,7.02,6.97,4.36,9682.0,7279.699248120301
1.62,Very Good,I,VS2,62.0,60.0,9683,7.5,7.57,4.67,9683.0,5977.16049382716
1.7,Very Good,J,VS1,63.6,58.0,9683,7.52,7.54,4.79,9683.0,5695.882352941177
1.45,Very Good,I,IF,60.6,61.0,9683,7.32,7.41,4.46,9683.0,6677.931034482759
1.57,Ideal,J,VS1,62.1,54.0,9683,7.46,7.49,4.64,9683.0,6167.515923566879
1.03,Ideal,G,VVS1,61.5,57.0,9691,6.47,6.52,3.99,9691.0,9408.73786407767
1.65,Premium,F,SI2,60.5,61.0,9693,7.7,7.65,4.64,9693.0,5874.545454545455
1.23,Very Good,F,VS1,59.1,58.0,9694,7.06,7.09,4.18,9694.0,7881.30081300813
1.51,Very Good,H,SI1,62.1,59.0,9694,7.28,7.33,4.54,9694.0,6419.867549668874
1.12,Ideal,D,VS1,61.1,57.0,9694,6.68,6.75,4.1,9694.0,8655.357142857141
1.51,Ideal,H,SI1,62.7,56.0,9694,7.32,7.38,4.61,9694.0,6419.867549668874
1.63,Ideal,I,SI1,61.3,56.0,9694,7.64,7.56,4.66,9694.0,5947.239263803682
1.5,Premium,H,SI1,58.8,59.0,9697,7.53,7.47,4.41,9697.0,6464.666666666667
1.5,Premium,H,SI1,62.4,58.0,9697,7.33,7.28,4.56,9697.0,6464.666666666667
1.57,Very Good,D,SI2,62.9,61.0,9698,7.37,7.41,4.65,9698.0,6177.070063694267
1.13,Premium,G,IF,61.2,59.0,9698,6.78,6.71,4.13,9698.0,8582.300884955754
1.23,Ideal,G,VVS2,61.0,55.0,9698,6.95,6.93,4.23,9698.0,7884.552845528456
1.33,Premium,G,VS1,62.7,58.0,9699,6.96,7.01,4.38,9699.0,7292.481203007518
1.52,Premium,H,SI1,61.0,58.0,9700,7.44,7.39,4.52,9700.0,6381.578947368421
1.52,Ideal,H,SI1,61.8,57.0,9700,7.43,7.32,4.56,9700.0,6381.578947368421
1.5,Good,I,VS1,57.2,62.0,9702,7.64,7.61,4.36,9702.0,6468.0
1.5,Good,I,VS1,57.2,62.0,9702,7.64,7.61,4.36,9702.0,6468.0
1.25,Premium,F,VS2,60.8,58.0,9702,6.98,6.93,4.23,9702.0,7761.6
1.07,Ideal,G,VVS1,61.4,55.0,9703,6.59,6.66,4.06,9703.0,9068.22429906542
1.52,Ideal,G,SI1,60.7,57.0,9704,7.41,7.38,4.49,9704.0,6384.210526315789
1.77,Premium,J,SI1,61.3,59.0,9704,7.83,7.71,4.76,9704.0,5482.485875706215
1.51,Very Good,I,VS1,60.5,60.0,9704,7.42,7.46,4.5,9704.0,6426.490066225166
1.55,Ideal,G,SI2,60.7,55.0,9704,7.54,7.51,4.57,9704.0,6260.645161290322
1.52,Premium,H,VS2,60.6,61.0,9704,7.46,7.42,4.51,9704.0,6384.210526315789
1.52,Fair,D,SI1,64.6,64.0,9704,7.18,7.16,4.63,9704.0,6384.210526315789
1.04,Very Good,E,VVS2,62.8,58.0,9705,6.42,6.45,4.04,9705.0,9331.73076923077
1.59,Premium,E,SI1,58.8,59.0,9705,7.69,7.61,4.5,9705.0,6103.77358490566
1.22,Very Good,G,VVS2,59.3,58.0,9706,6.97,6.99,4.14,9706.0,7955.737704918033
1.5,Very Good,H,VS2,62.0,55.0,9706,7.26,7.37,4.57,9706.0,6470.666666666667
1.71,Very Good,J,VS1,61.2,59.0,9707,7.65,7.72,4.7,9707.0,5676.608187134503
1.59,Premium,G,SI1,62.2,58.0,9707,7.51,7.45,4.65,9707.0,6105.03144654088
1.18,Ideal,E,VS1,62.4,54.0,9709,6.74,6.79,4.22,9709.0,8227.966101694916
1.51,Premium,G,SI1,60.3,59.0,9710,7.39,7.44,4.47,9710.0,6430.463576158941
1.12,Ideal,E,VS2,61.9,56.0,9710,6.65,6.68,4.13,9710.0,8669.642857142857
1.01,Premium,E,VVS2,61.8,59.0,9711,6.42,6.39,3.96,9711.0,9614.851485148514
1.01,Premium,E,VVS2,62.4,58.0,9711,6.42,6.36,3.99,9711.0,9614.851485148514
1.06,Ideal,E,VVS2,61.0,57.0,9712,6.63,6.54,4.02,9712.0,9162.264150943396
1.76,Ideal,I,SI2,61.2,55.0,9714,7.79,7.76,4.76,9714.0,5519.318181818182
1.32,Ideal,G,VS1,61.4,54.0,9715,7.09,7.13,4.37,9715.0,7359.848484848484
2.43,Premium,G,I1,61.7,60.0,9716,8.54,8.49,5.25,9716.0,3998.3539094650205
1.53,Premium,F,SI2,62.6,57.0,9716,7.37,7.33,4.6,9716.0,6350.326797385621
1.5,Good,D,SI1,63.4,63.0,9718,7.19,7.23,4.57,9718.0,6478.666666666667
1.26,Premium,D,VS2,62.5,59.0,9720,6.91,6.85,4.3,9720.0,7714.285714285715
1.0,Premium,F,VVS1,61.0,60.0,9724,6.39,6.43,3.91,9724.0,9724.0
2.01,Ideal,J,SI1,62.8,58.0,9725,8.02,7.97,5.02,9725.0,4838.308457711443
2.04,Premium,G,I1,62.4,58.0,9727,8.08,8.17,5.07,9727.0,4768.137254901961
1.51,Very Good,E,SI2,58.8,58.0,9727,7.53,7.61,4.45,9727.0,6441.721854304636
2.02,Premium,J,SI2,59.7,56.0,9728,8.18,8.13,4.87,9728.0,4815.841584158416
1.02,Very Good,F,VVS2,63.7,59.0,9728,6.34,6.38,4.05,9728.0,9537.254901960785
1.35,Very Good,G,VS1,60.1,56.0,9729,7.16,7.21,4.32,9729.0,7206.666666666666
1.63,Premium,I,SI1,61.7,58.0,9730,7.54,7.51,4.64,9730.0,5969.325153374233
1.63,Premium,G,SI2,62.5,57.0,9730,7.57,7.54,4.72,9730.0,5969.325153374233
1.5,Ideal,I,VS2,62.4,54.1,9730,7.3,7.35,4.57,9730.0,6486.666666666667
1.63,Good,I,SI1,63.7,58.0,9730,7.48,7.4,4.74,9730.0,5969.325153374233
1.51,Very Good,E,SI2,61.8,57.0,9731,7.34,7.32,4.53,9731.0,6444.3708609271525
1.11,Ideal,G,VVS2,61.8,56.0,9734,6.66,6.69,4.12,9734.0,8769.36936936937
1.34,Very Good,H,VVS2,59.7,60.0,9735,7.19,7.22,4.3,9735.0,7264.925373134328
1.01,Ideal,E,VVS2,62.7,56.0,9735,6.42,6.46,4.04,9735.0,9638.613861386139
1.24,Premium,D,VS2,59.3,58.0,9738,7.03,7.09,4.19,9738.0,7853.225806451613
1.24,Premium,F,VS1,60.1,59.0,9738,6.99,7.02,4.21,9738.0,7853.225806451613
1.24,Very Good,G,VS1,60.2,58.0,9738,6.96,7.0,4.2,9738.0,7853.225806451613
1.0,Very Good,D,VVS2,59.9,61.0,9740,6.42,6.5,3.87,9740.0,9740.0
1.0,Very Good,D,VVS2,63.0,59.0,9740,6.35,6.38,4.01,9740.0,9740.0
1.51,Good,G,VS2,63.7,57.0,9741,7.21,7.18,4.58,9741.0,6450.9933774834435
1.2,Ideal,G,VVS1,61.2,56.0,9744,6.89,6.86,4.21,9744.0,8120.0
1.5,Ideal,E,SI1,62.4,56.0,9744,7.36,7.31,4.58,9744.0,6496.0
1.7,Very Good,H,SI2,63.8,55.0,9745,7.47,7.55,4.79,9745.0,5732.352941176471
1.53,Premium,G,SI1,61.7,59.0,9747,7.4,7.31,4.54,9747.0,6370.588235294117
1.41,Ideal,H,VS1,60.7,56.0,9752,7.31,7.22,1.41,9752.0,6916.312056737589
1.22,Premium,D,VS2,59.4,59.0,9756,6.99,6.92,4.13,9756.0,7996.72131147541
1.22,Ideal,F,VS1,61.5,56.0,9756,6.89,6.84,4.22,9756.0,7996.72131147541
1.22,Premium,D,VS2,62.0,60.0,9756,6.79,6.74,4.22,9756.0,7996.72131147541
1.22,Ideal,F,VS1,62.6,55.0,9756,6.86,6.82,4.28,9756.0,7996.72131147541
1.21,Premium,G,VVS2,62.5,55.0,9757,6.84,6.8,4.26,9757.0,8063.636363636364
1.5,Very Good,I,VS1,60.4,59.0,9759,7.35,7.42,4.46,9759.0,6506.0
1.23,Ideal,F,VS2,61.9,57.0,9759,6.86,6.9,4.26,9759.0,7934.1463414634145
1.71,Premium,I,SI2,60.6,57.0,9760,7.78,7.71,4.69,9760.0,5707.602339181287
1.5,Premium,I,VS1,60.8,61.0,9761,7.39,7.35,4.48,9761.0,6507.333333333333
1.25,Ideal,F,VS1,62.0,55.0,9761,6.95,6.91,4.3,9761.0,7808.8
1.5,Ideal,I,VS2,62.6,57.0,9761,7.31,7.26,4.56,9761.0,6507.333333333333
1.51,Premium,H,SI1,60.3,62.0,9762,7.54,7.41,4.51,9762.0,6464.900662251655
1.55,Premium,H,SI1,60.7,58.0,9763,7.5,7.46,4.54,9763.0,6298.709677419355
1.5,Good,H,SI1,64.3,60.0,9768,7.14,7.23,4.62,9768.0,6512.0
1.5,Premium,H,SI1,62.7,58.0,9768,7.27,7.34,4.58,9768.0,6512.0
1.96,Premium,H,SI2,60.4,62.0,9769,7.96,7.9,4.79,9769.0,4984.183673469388
1.46,Very Good,F,SI1,62.8,59.0,9770,7.13,7.18,4.49,9770.0,6691.780821917809
1.58,Good,H,SI1,63.1,58.0,9774,7.33,7.38,4.64,9774.0,6186.0759493670885
1.58,Good,I,VS1,58.6,62.0,9775,7.59,7.66,4.47,9775.0,6186.708860759493
1.7,Premium,G,SI1,62.4,59.0,9777,7.63,7.57,4.74,9777.0,5751.176470588235
1.21,Premium,G,VVS2,61.3,56.0,9779,6.88,6.85,4.21,9779.0,8081.818181818182
1.52,Very Good,H,SI1,63.4,55.0,9780,7.25,7.3,4.61,9780.0,6434.210526315789
2.01,Very Good,I,SI2,61.4,63.0,9781,8.19,7.96,4.96,9781.0,4866.169154228856
1.52,Very Good,D,SI2,59.1,58.0,9781,7.45,7.48,4.41,9781.0,6434.868421052632
1.16,Ideal,G,VVS1,61.9,55.0,9781,6.75,6.78,4.19,9781.0,8431.896551724138
1.5,Very Good,D,SI2,63.1,56.0,9783,7.17,7.28,4.56,9783.0,6522.0
1.2,Ideal,G,VVS1,62.8,56.0,9784,6.75,6.73,4.23,9784.0,8153.333333333334
1.56,Good,F,SI2,57.5,58.0,9784,7.82,7.67,4.45,9784.0,6271.794871794871
1.6,Premium,I,VS2,60.2,58.0,9784,7.63,7.56,4.57,9784.0,6115.0
1.56,Good,I,VS2,57.2,62.0,9784,7.72,7.66,4.4,9784.0,6271.794871794871
1.05,Ideal,F,VVS1,62.7,57.0,9784,6.5,6.41,4.05,9784.0,9318.095238095239
1.2,Ideal,G,VVS2,62.5,54.4,9785,6.75,6.82,4.24,9785.0,8154.166666666667
1.09,Ideal,F,VS1,61.6,55.0,9786,6.62,6.67,4.09,9786.0,8977.981651376145
1.56,Ideal,I,SI1,62.5,54.0,9788,7.45,7.37,4.63,9788.0,6274.358974358975
1.24,Ideal,G,VVS2,61.2,56.0,9788,6.92,6.88,4.22,9788.0,7893.548387096775
0.34,Premium,I,VVS1,62.4,59.0,626,4.4,4.44,2.76,626.0,1841.1764705882351
0.34,Good,D,SI1,63.1,57.0,626,4.44,4.46,2.81,626.0,1841.1764705882351
0.34,Ideal,I,VVS1,61.8,56.0,626,4.47,4.5,2.77,626.0,1841.1764705882351
0.34,Premium,I,VVS1,60.5,59.0,626,4.48,4.54,2.73,626.0,1841.1764705882351
0.34,Premium,D,SI1,59.7,59.0,626,4.54,4.57,2.72,626.0,1841.1764705882351
0.34,Very Good,D,SI1,62.0,56.0,626,4.43,4.47,2.76,626.0,1841.1764705882351
0.34,Ideal,D,SI1,61.3,57.0,626,4.44,4.5,2.74,626.0,1841.1764705882351
0.34,Premium,I,VVS1,62.6,58.0,626,4.45,4.47,2.79,626.0,1841.1764705882351
0.34,Premium,D,SI1,62.4,58.0,626,4.42,4.46,2.77,626.0,1841.1764705882351
0.34,Ideal,D,SI1,60.6,56.0,626,4.51,4.54,2.74,626.0,1841.1764705882351
0.31,Very Good,G,VVS2,62.7,55.0,627,4.32,4.35,2.72,627.0,2022.5806451612902
0.41,Very Good,J,VS2,61.6,57.0,627,4.79,4.82,2.96,627.0,1529.2682926829268
0.35,Ideal,I,VVS1,61.8,55.0,627,4.53,4.56,2.81,627.0,1791.4285714285716
0.27,Ideal,G,VVS1,62.5,56.0,627,4.15,4.18,2.6,627.0,2322.222222222222
0.31,Ideal,E,VS2,61.7,57.0,627,4.35,4.37,2.69,627.0,2022.5806451612902
0.31,Ideal,G,VS1,60.6,56.0,627,4.38,4.4,2.66,627.0,2022.5806451612902
0.31,Ideal,G,SI1,61.6,56.0,627,4.36,4.4,2.7,627.0,2022.5806451612902
0.31,Ideal,G,SI1,61.6,55.0,627,4.37,4.39,2.7,627.0,2022.5806451612902
0.31,Ideal,G,SI1,61.7,55.0,627,4.38,4.4,2.71,627.0,2022.5806451612902
0.27,Ideal,G,IF,61.2,57.0,627,4.17,4.2,2.56,627.0,2322.222222222222
0.27,Ideal,G,IF,62.0,56.0,627,4.14,4.17,2.58,627.0,2322.222222222222
0.5,Fair,F,I1,67.1,57.0,627,4.92,4.87,3.28,627.0,1254.0
0.5,Fair,F,I1,68.3,58.0,627,4.91,4.78,3.32,627.0,1254.0
0.33,Very Good,E,VS2,62.8,56.0,627,4.4,4.42,2.77,627.0,1900.0
0.33,Very Good,E,VS2,61.9,58.0,627,4.42,4.47,2.75,627.0,1900.0
0.28,Very Good,F,VVS2,60.2,58.0,628,4.26,4.28,2.57,628.0,2242.8571428571427
0.32,Ideal,H,VVS2,59.8,57.0,628,4.48,4.52,2.69,628.0,1962.5
0.32,Ideal,H,VVS2,61.5,55.0,628,4.41,4.44,2.72,628.0,1962.5
0.32,Ideal,H,VVS2,62.2,54.0,628,4.42,4.46,2.76,628.0,1962.5
0.32,Ideal,H,VVS2,61.6,55.0,628,4.43,4.46,2.74,628.0,1962.5
2.06,Very Good,F,I1,58.7,61.0,9789,8.31,8.33,4.88,9789.0,4751.941747572815
1.52,Premium,D,SI2,61.5,60.0,9789,7.44,7.39,4.56,9789.0,6440.131578947368
1.65,Very Good,G,SI2,62.2,58.0,9791,7.55,7.62,4.72,9791.0,5933.939393939394
1.86,Good,G,SI2,63.8,55.0,9791,7.79,7.73,4.95,9791.0,5263.978494623656
1.88,Very Good,D,SI2,63.2,60.0,9791,7.84,7.79,4.94,9791.0,5207.978723404256
1.11,Very Good,F,VVS2,60.8,57.0,9792,6.7,6.73,4.08,9792.0,8821.621621621622
2.01,Premium,J,SI1,61.7,60.0,9793,8.12,8.09,5.0,9793.0,4872.139303482588
1.59,Ideal,G,VS2,61.8,56.0,9794,7.51,7.44,4.62,9794.0,6159.748427672956
1.13,Ideal,E,VS2,61.7,57.0,9796,6.67,6.71,4.13,9796.0,8669.026548672568
1.31,Very Good,F,VS1,59.1,60.0,9797,7.13,7.18,4.23,9797.0,7478.625954198473
1.03,Ideal,D,VVS2,62.0,56.0,9798,6.46,6.55,4.03,9798.0,9512.621359223302
1.17,Ideal,G,VVS1,62.2,53.0,9799,6.76,6.79,4.21,9799.0,8375.213675213676
1.17,Ideal,G,VVS1,61.9,56.0,9799,6.73,6.78,4.18,9799.0,8375.213675213676
1.64,Ideal,E,SI1,60.7,55.0,9801,7.67,7.64,4.65,9801.0,5976.219512195123
1.53,Very Good,I,VS2,62.8,59.0,9802,7.27,7.31,4.58,9802.0,6406.535947712418
1.26,Very Good,E,VS2,59.5,57.0,9802,7.03,7.15,4.22,9802.0,7779.3650793650795
2.04,Fair,I,SI2,66.6,56.0,9802,7.8,7.77,5.19,9802.0,4804.901960784314
1.23,Very Good,G,VVS2,62.0,58.0,9803,6.77,6.82,4.21,9803.0,7969.918699186992
1.5,Very Good,I,VS2,60.8,58.0,9804,7.36,7.42,4.49,9804.0,6536.0
1.07,Very Good,F,VVS1,60.2,58.0,9808,6.57,6.65,3.98,9808.0,9166.355140186915
1.55,Ideal,F,SI2,62.3,55.5,9808,7.36,7.42,4.61,9808.0,6327.741935483871
1.01,Very Good,F,VVS1,61.4,58.0,9810,6.39,6.44,3.94,9810.0,9712.871287128713
1.33,Premium,G,VS1,60.2,60.0,9813,7.12,7.2,4.31,9813.0,7378.195488721804
1.59,Ideal,I,SI1,60.2,57.0,9813,7.56,7.72,4.6,9813.0,6171.698113207547
1.5,Ideal,J,VVS1,62.2,59.0,9814,7.3,7.32,4.55,9814.0,6542.666666666667
1.0,Very Good,E,VVS2,59.1,58.0,9815,6.5,6.57,3.86,9815.0,9815.0
1.5,Very Good,F,SI2,62.9,55.0,9817,7.26,7.28,4.57,9817.0,6544.666666666667
1.52,Very Good,D,SI2,58.6,59.0,9817,7.43,7.48,4.37,9817.0,6458.5526315789475
1.1,Ideal,F,VVS2,61.2,56.0,9817,6.68,6.65,4.08,9817.0,8924.545454545454
1.55,Very Good,H,SI1,61.6,54.0,9818,7.41,7.47,4.58,9818.0,6334.193548387097
1.63,Ideal,J,VS1,61.8,56.0,9819,7.53,7.58,4.67,9819.0,6023.926380368099
1.12,Very Good,G,IF,61.0,58.0,9820,6.7,6.72,4.09,9820.0,8767.857142857141
1.12,Ideal,G,VVS2,61.6,55.0,9820,6.68,6.74,4.13,9820.0,8767.857142857141
1.5,Premium,H,SI1,61.0,60.0,9820,7.33,7.27,4.45,9820.0,6546.666666666667
1.51,Good,H,VS2,64.0,59.0,9821,7.19,7.25,4.62,9821.0,6503.973509933775
1.51,Very Good,H,VS2,62.3,61.0,9821,7.27,7.3,4.54,9821.0,6503.973509933775
1.54,Premium,D,SI2,59.9,62.0,9821,7.51,7.44,4.48,9821.0,6377.272727272727
1.53,Very Good,I,VS1,59.3,58.0,9823,7.5,7.54,4.46,9823.0,6420.261437908496
3.11,Fair,J,I1,65.9,57.0,9823,9.15,9.02,5.98,9823.0,3158.5209003215436
1.5,Ideal,I,VS2,60.0,61.0,9827,7.39,7.42,4.44,9827.0,6551.333333333333
1.5,Very Good,I,VVS2,63.3,58.0,9828,7.24,7.21,4.57,9828.0,6552.0
1.5,Good,I,VS1,57.9,60.0,9828,7.48,7.44,4.32,9828.0,6552.0
1.5,Ideal,E,SI1,61.9,57.0,9828,7.37,7.31,4.54,9828.0,6552.0
1.5,Premium,I,VS1,61.6,59.0,9828,7.32,7.26,4.49,9828.0,6552.0
1.52,Premium,E,SI2,58.1,60.0,9831,7.59,7.53,4.39,9831.0,6467.763157894737
1.08,Ideal,G,IF,62.3,56.0,9831,6.55,6.59,4.09,9831.0,9102.777777777777
1.51,Ideal,H,SI1,61.3,56.0,9833,7.4,7.44,4.55,9833.0,6511.920529801325
1.51,Good,E,SI2,63.2,56.0,9833,7.26,7.32,4.61,9833.0,6511.920529801325
1.51,Premium,H,SI1,61.3,60.0,9833,7.29,7.33,4.48,9833.0,6511.920529801325
1.64,Premium,J,VS1,60.6,59.0,9836,7.67,7.61,4.63,9836.0,5997.5609756097565
1.23,Premium,D,VS2,59.3,59.0,9836,7.03,6.96,4.15,9836.0,7996.747967479675
1.23,Ideal,D,VS2,62.3,57.0,9836,6.86,6.82,4.26,9836.0,7996.747967479675
1.23,Ideal,F,VS1,62.5,54.0,9836,6.85,6.82,4.27,9836.0,7996.747967479675
1.3,Very Good,G,VS1,62.5,57.0,9837,6.92,6.96,4.34,9837.0,7566.923076923076
1.51,Very Good,G,SI1,62.9,58.0,9841,7.25,7.28,4.57,9841.0,6517.218543046358
1.05,Ideal,E,VVS2,61.3,56.0,9843,6.55,6.59,4.03,9843.0,9374.285714285714
1.7,Very Good,I,SI1,61.8,58.0,9845,7.55,7.66,4.7,9845.0,5791.176470588235
1.09,Ideal,F,VVS2,62.5,55.0,9845,6.6,6.52,4.1,9845.0,9032.11009174312
1.21,Premium,F,VS1,61.1,57.0,9846,6.93,6.89,4.22,9846.0,8137.190082644628
1.57,Premium,I,VS2,62.5,58.0,9847,7.5,7.42,4.66,9847.0,6271.974522292993
1.57,Premium,I,VS2,62.6,58.0,9847,7.4,7.36,4.62,9847.0,6271.974522292993
2.05,Premium,I,SI2,62.1,59.0,9850,8.13,8.07,5.03,9850.0,4804.878048780488
2.05,Premium,I,SI2,62.0,58.0,9850,8.13,8.08,5.02,9850.0,4804.878048780488
2.05,Premium,I,SI2,62.0,58.0,9850,8.13,8.08,5.02,9850.0,4804.878048780488
2.02,Very Good,G,SI2,63.3,57.0,9853,8.03,7.96,5.06,9853.0,4877.722772277228
1.53,Ideal,I,VS2,61.8,57.0,9853,7.44,7.39,4.58,9853.0,6439.869281045751
2.02,Fair,J,SI2,64.6,55.0,9853,7.93,7.84,5.09,9853.0,4877.722772277228
1.1,Ideal,G,VVS2,61.0,56.0,9856,6.69,6.73,4.09,9856.0,8960.0
1.6,Ideal,G,VS1,62.0,57.0,9856,7.47,7.43,4.62,9856.0,6160.0
1.56,Very Good,I,VS1,62.7,58.0,9857,7.42,7.37,4.64,9857.0,6318.589743589743
1.05,Premium,E,VVS2,59.6,60.0,9858,6.61,6.58,3.93,9858.0,9388.571428571428
1.07,Ideal,E,VVS2,61.4,56.0,9863,6.55,6.65,4.05,9863.0,9217.757009345794
1.23,Ideal,G,VS1,62.0,57.0,9863,6.83,6.87,4.25,9863.0,8018.69918699187
1.7,Ideal,H,SI2,61.9,59.0,9864,7.59,7.67,4.72,9864.0,5802.352941176471
1.0,Good,F,IF,63.2,63.0,9867,6.24,6.26,3.95,9867.0,9867.0
1.0,Very Good,F,VVS1,61.1,57.0,9870,6.36,6.51,3.93,9870.0,9870.0
1.11,Ideal,D,VS1,61.9,54.0,9870,6.63,6.68,4.12,9870.0,8891.891891891892
1.02,Ideal,F,VVS2,60.9,56.0,9870,6.54,6.49,3.97,9870.0,9676.470588235294
1.13,Ideal,G,VVS1,59.6,57.0,9872,6.89,6.81,4.08,9872.0,8736.283185840708
1.2,Premium,G,VVS2,61.2,58.0,9873,6.84,6.88,4.2,9873.0,8227.5
1.21,Ideal,G,VS2,60.1,57.0,9873,6.94,6.98,4.18,9873.0,8159.5041322314055
1.36,Very Good,D,SI1,59.5,61.0,9874,7.21,7.24,4.3,9874.0,7260.294117647059
1.57,Premium,D,SI2,62.9,61.0,9875,7.41,7.37,4.65,9875.0,6289.808917197452
